id_ruta,indice,nombre,posicion
286,3,MUBIL,"(-38.915556, -72.252222)"
286,4,BAL,"(-45.913056, -71.7125)"
295,1,IVDM,"(-32.9441666666667, -71.4702777777778)"
295,2,EL138,"(-33.401844, -70.642517)"
295,3,OPURA,"(-45.268611, -71.955)"
295,4,MUKSO,"(-43.280278, -72.974444)"
295,5,VUDAP,"(-23.143889, -68.805)"
295,6,GUVOL,"(-32.375, -70.225)"
299,1,EL138,"(-33.401844, -70.642517)"
299,2,BAL,"(-45.913056, -71.7125)"
300,1,IVDM,"(-32.9441666666667, -71.4702777777778)"
300,2,EL138,"(-33.401844, -70.642517)"
300,3,MUBIL,"(-38.915556, -72.252222)"
301,1,EL138,"(-33.401844, -70.642517)"
301,2,VUDAP,"(-23.143889, -68.805)"
301,3,ANGAT,"(-23.151944, -68.553056)"
305,1,ASALA,"(-27.675556, -108.439444)"
305,2,REKET,"(-44.098889, -72.380833)"
305,3,ANGAT,"(-23.151944, -68.553056)"
305,4,BAL,"(-45.913056, -71.7125)"
306,1,ASALA,"(-27.675556, -108.439444)"
306,2,SASTI,"(-42.591944, -73.228333)"
306,3,GUVOL,"(-32.375, -70.225)"
308,1,EL138,"(-33.401844, -70.642517)"
308,2,GE025,"(-37.353156, -72.419825)"
308,3,MUBIL,"(-38.915556, -72.252222)"
308,4,MUKSO,"(-43.280278, -72.974444)"
309,1,GE025,"(-37.353156, -72.419825)"
309,2,OPURA,"(-45.268611, -71.955)"
309,3,SIROV,"(-34.584722, -70.622778)"
309,4,ARMOS,"(-24.291667, -67.979167)"
311,1,IVDM,"(-32.9441666666667, -71.4702777777778)"
311,2,SIROV,"(-34.584722, -70.622778)"
311,3,ARMOS,"(-24.291667, -67.979167)"
311,4,GUVOL,"(-32.375, -70.225)"
312,1,EL138,"(-33.401844, -70.642517)"
312,2,URIDA,"(-43.275278, -72.670556)"
312,3,REKET,"(-44.098889, -72.380833)"
313,1,EDSUK,"(-31.416667, -90.0)"
313,2,MUNER,"(-52.0, -71.31)"
313,3,SIROV,"(-34.584722, -70.622778)"
313,4,SASTI,"(-42.591944, -73.228333)"
314,1,MUNER,"(-52.0, -71.31)"
314,2,MUBIL,"(-38.915556, -72.252222)"
314,3,TESEX,"(-38.931111, -71.433611)"
315,1,OPURA,"(-45.268611, -71.955)"
315,2,SOTKU,"(-21.866667, -68.0625)"
318,1,MUBIL,"(-38.915556, -72.252222)"
318,2,ANGAT,"(-23.151944, -68.553056)"
320,1,TESEX,"(-38.931111, -71.433611)"
320,2,VUDAP,"(-23.143889, -68.805)"
321,1,OPURA,"(-45.268611, -71.955)"
321,2,MUKSO,"(-43.280278, -72.974444)"
321,3,GUVOL,"(-32.375, -70.225)"
322,1,TESEX,"(-38.931111, -71.433611)"
322,2,GUVOL,"(-32.375, -70.225)"
324,1,EL138,"(-33.401844, -70.642517)"
324,2,URIDA,"(-43.275278, -72.670556)"
324,3,TESEX,"(-38.931111, -71.433611)"
324,4,OPURA,"(-45.268611, -71.955)"
326,1,ASALA,"(-27.675556, -108.439444)"
326,2,MUNER,"(-52.0, -71.31)"
326,3,SOTKU,"(-21.866667, -68.0625)"
326,4,ANGAT,"(-23.151944, -68.553056)"
327,1,MUNER,"(-52.0, -71.31)"
327,2,GE025,"(-37.353156, -72.419825)"
327,3,MUKSO,"(-43.280278, -72.974444)"
331,1,URIDA,"(-43.275278, -72.670556)"
331,2,OPURA,"(-45.268611, -71.955)"
